Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
3419		,1.709000,-2.962078,0.199484,-0.219288
3420		,1.709500,-3.042435,0.198035,-0.214201
3421		,1.710000,-3.135998,0.197745,-0.215682
3422		,1.710500,-3.148881,0.197986,-0.218547
3423		,1.711000,-3.159348,0.199242,-0.221605
3424		,1.711500,-3.140023,0.200369,-0.223183
3425		,1.712000,-3.071100,0.201367,-0.222990
3426		,1.712500,-2.901528,0.202752,-0.217775
3427		,1.713000,-3.092357,0.203943,-0.216455
3428		,1.713500,-3.162730,0.205312,-0.220157
3429		,1.714000,-3.160475,0.206149,-0.223376
3430		,1.714500,-3.161441,0.206938,-0.225919
3431		,1.715000,-3.138896,0.207534,-0.227400
3432		,1.715500,-3.027781,0.208065,-0.225468
3433		,1.716000,-2.881398,0.207711,-0.218483
3434		,1.716500,-3.098154,0.207421,-0.218354
3435		,1.717000,-3.134870,0.206181,-0.220350
3436		,1.717500,-3.146626,0.204475,-0.221992
3437		,1.718000,-3.140185,0.202285,-0.223633
3438		,1.718500,-3.108138,0.200031,-0.224149
3439		,1.719000,-2.955314,0.197568,-0.221058
3440		,1.719500,-3.018602,0.194928,-0.215521
3441		,1.720000,-3.136159,0.194831,-0.217581
3442		,1.720500,-3.149847,0.195330,-0.220189
3443		,1.721000,-3.162086,0.196425,-0.222990
3444		,1.721500,-3.136481,0.198067,-0.224503
3445		,1.722000,-3.068201,0.199886,-0.224245
3446		,1.722500,-2.901528,0.201239,-0.219481
3447		,1.723000,-3.088009,0.202929,-0.217871
3448		,1.723500,-3.162569,0.205425,-0.220285
3449		,1.724000,-3.164018,0.206874,-0.223118
3450		,1.724500,-3.164179,0.207582,-0.225275
3451		,1.725000,-3.140507,0.208403,-0.226853
3452		,1.725500,-3.025687,0.209337,-0.225211
3453		,1.726000,-2.881237,0.209659,-0.217839
3454		,1.726500,-3.099764,0.209224,-0.217678
3455		,1.727000,-3.128912,0.208580,-0.219288
3456		,1.727500,-3.143888,0.207775,-0.220479
3457		,1.728000,-3.142600,0.205457,-0.222442
3458		,1.728500,-3.109910,0.203863,-0.222539
3459		,1.729000,-2.954348,0.200659,-0.219577
3460		,1.729500,-3.010228,0.198695,-0.214298
3461		,1.730000,-3.137608,0.198244,-0.216326
3462		,1.730500,-3.151618,0.198936,-0.218515
3463		,1.731000,-3.160153,0.199516,-0.220929
3464		,1.731500,-3.136481,0.200546,-0.222410
3465		,1.732000,-3.065624,0.201722,-0.222410
3466		,1.732500,-2.901367,0.203090,-0.216744
3467		,1.733000,-3.086076,0.204346,-0.216197
3468		,1.733500,-3.161119,0.205489,-0.219288
3469		,1.734000,-3.162086,0.207131,-0.222024
3470		,1.734500,-3.163535,0.207968,-0.224277
3471		,1.735000,-3.135837,0.208355,-0.225597
3472		,1.735500,-3.021500,0.208451,-0.223730
3473		,1.736000,-2.880593,0.208242,-0.216970
3474		,1.736500,-3.103468,0.208145,-0.217098
3475		,1.737000,-3.132616,0.206922,-0.218676
3476		,1.737500,-3.145499,0.205473,-0.221155
3477		,1.738000,-3.143405,0.203557,-0.222217
3478		,1.738500,-3.106689,0.200933,-0.222700
3479		,1.739000,-2.948229,0.198180,-0.219642
3480		,1.739500,-2.992997,0.195604,-0.214491
3481		,1.740000,-3.138735,0.194799,-0.216712
3482		,1.740500,-3.152423,0.194831,-0.219513
3483		,1.741000,-3.160958,0.195427,-0.222346
3484		,1.741500,-3.138413,0.196264,-0.224020
3485		,1.742000,-3.065463,0.197681,-0.223633
3486		,1.742500,-2.901206,0.199435,-0.217292
3487		,1.743000,-3.090263,0.201062,-0.216905
3488		,1.743500,-3.162086,0.203122,-0.220157
3489		,1.744000,-3.161119,0.204620,-0.222603
3490		,1.744500,-3.164179,0.206230,-0.224760
3491		,1.745000,-3.137286,0.207373,-0.226080
3492		,1.745500,-3.020856,0.207856,-0.224181
3493		,1.746000,-2.922624,0.207856,-0.217453
3494		,1.746500,-3.107655,0.207405,-0.216680
3495		,1.747000,-3.135998,0.207147,-0.218547
3496		,1.747500,-3.145499,0.205730,-0.220125
3497		,1.748000,-3.140023,0.204104,-0.221638
3498		,1.748500,-3.105078,0.202092,-0.221895
3499		,1.749000,-2.943559,0.199081,-0.218708
3500		,1.749500,-2.986877,0.198566,-0.212817
3501		,1.750000,-3.136159,0.198051,-0.215167
3502		,1.750500,-3.151135,0.198486,-0.217356
3503		,1.751000,-3.162247,0.199017,-0.220060
3504		,1.751500,-3.138413,0.199935,-0.221155
3505		,1.752000,-3.061599,0.200675,-0.221251
3506		,1.752500,-2.898307,0.201979,-0.215135
3507		,1.753000,-3.090746,0.203460,-0.214298
3508		,1.753500,-3.163374,0.204990,-0.217871
3509		,1.754000,-3.162247,0.206052,-0.219931
3510		,1.754500,-3.164662,0.206970,-0.222249
3511		,1.755000,-3.136964,0.208001,-0.223730
3512		,1.755500,-3.017313,0.208677,-0.221509
3513		,1.756000,-2.957086,0.208339,-0.215296
3514		,1.756500,-3.108460,0.207791,-0.215360
3515		,1.757000,-3.134387,0.207196,-0.217034
3516		,1.757500,-3.147270,0.206632,-0.218869
3517		,1.758000,-3.140990,0.204426,-0.220318
3518		,1.758500,-3.104595,0.202494,-0.220897
3519		,1.759000,-2.941465,0.199757,-0.218096
3520		,1.759500,-2.997345,0.196650,-0.213107
3521		,1.760000,-3.135998,0.196763,-0.215328
3522		,1.760500,-3.150330,0.196859,-0.218708
3523		,1.761000,-3.162086,0.197455,-0.221187
3524		,1.761500,-3.136481,0.198212,-0.223247
3525		,1.762000,-3.059505,0.199677,-0.222925
3526		,1.762500,-2.899112,0.200756,-0.217034
3527		,1.763000,-3.096705,0.201915,-0.216551
3528		,1.763500,-3.163535,0.203927,-0.220060
3529		,1.764000,-3.164340,0.205376,-0.222314
3530		,1.764500,-3.165306,0.206262,-0.224921
3531		,1.765000,-3.136803,0.206874,-0.225597
3532		,1.765500,-3.013610,0.207324,-0.223859
3533		,1.766000,-3.032612,0.208210,-0.217549
3534		,1.766500,-3.109910,0.207727,-0.217549
3535		,1.767000,-3.132294,0.207067,-0.219255
3536		,1.767500,-3.145016,0.206165,-0.220929
3537		,1.768000,-3.140829,0.204893,-0.222346
3538		,1.768500,-3.104917,0.202462,-0.222925
3539		,1.769000,-2.937278,0.200289,-0.219062
3540		,1.769500,-3.002337,0.199113,-0.213847
3541		,1.770000,-3.137608,0.198373,-0.215940
3542		,1.770500,-3.150813,0.198647,-0.218837
3543		,1.771000,-3.159670,0.199725,-0.220994
3544		,1.771500,-3.134709,0.201190,-0.222346
3545		,1.772000,-3.057412,0.202333,-0.221702
3546		,1.772500,-2.896858,0.203557,-0.215811
3547		,1.773000,-3.100408,0.204523,-0.215264
3548		,1.773500,-3.161763,0.205859,-0.218740
3549		,1.774000,-3.163857,0.206874,-0.220929
3550		,1.774500,-3.164823,0.207743,-0.223054
3551		,1.775000,-3.133904,0.208693,-0.223827
3552		,1.775500,-3.010228,0.209240,-0.221702
3553		,1.776000,-3.077380,0.209772,-0.215457
3554		,1.776500,-3.112647,0.209466,-0.214781
3555		,1.777000,-3.134065,0.208484,-0.216938
3556		,1.777500,-3.148558,0.206986,-0.218257
3557		,1.778000,-3.141956,0.205135,-0.220028
3558		,1.778500,-3.100730,0.202768,-0.220414
3559		,1.779000,-2.928260,0.199983,-0.217034
3560		,1.779500,-3.026492,0.197359,-0.212238
3561		,1.780000,-3.141151,0.197214,-0.214813
3562		,1.780500,-3.151296,0.197439,-0.217646
3563		,1.781000,-3.160314,0.197970,-0.219867
3564		,1.781500,-3.134870,0.199049,-0.221799
3565		,1.782000,-3.056445,0.200144,-0.221670
3566		,1.782500,-2.897824,0.201609,-0.215682
3567		,1.783000,-3.109104,0.203316,-0.215264
3568		,1.783500,-3.160958,0.204362,-0.219223
3569		,1.784000,-3.163696,0.205666,-0.221509
3570		,1.784500,-3.165467,0.206455,-0.223794
3571		,1.785000,-3.134226,0.207389,-0.224921
3572		,1.785500,-3.009262,0.207791,-0.222796
3573		,1.786000,-3.098959,0.207518,-0.216551
3574		,1.786500,-3.109265,0.207083,-0.216326
3575		,1.787000,-3.133743,0.206149,-0.218805
3576		,1.787500,-3.147431,0.204539,-0.220253
3577		,1.788000,-3.139862,0.202945,-0.221477
3578		,1.788500,-3.101053,0.200884,-0.221605
3579		,1.789000,-2.928260,0.198518,-0.218322
3580		,1.789500,-3.031324,0.197874,-0.213783
3581		,1.790000,-3.138413,0.197487,-0.215779
3582		,1.790500,-3.151940,0.198099,-0.218805
3583		,1.791000,-3.159670,0.198969,-0.221122
3584		,1.791500,-3.133582,0.200208,-0.222603
3585		,1.792000,-3.051936,0.201190,-0.221509
3586		,1.792500,-2.896536,0.202237,-0.215843
3587		,1.793000,-3.109910,0.203654,-0.215167
3588		,1.793500,-3.162247,0.205151,-0.218483
3589		,1.794000,-3.161119,0.206632,-0.221058
3590		,1.794500,-3.164984,0.207630,-0.223472
3591		,1.795000,-3.132616,0.208725,-0.224052
3592		,1.795500,-3.002337,0.209208,-0.221444
3593		,1.796000,-3.098315,0.209337,-0.215199
3594		,1.796500,-3.113291,0.208838,-0.214620
3595		,1.797000,-3.136481,0.207485,-0.216648
3596		,1.797500,-3.149525,0.206761,-0.218612
3597		,1.798000,-3.141312,0.204217,-0.219899
3598		,1.798500,-3.102019,0.201883,-0.219577
3599		,1.799000,-2.922302,0.199033,-0.215811
3600		,1.799500,-3.055479,0.196425,-0.211046
3601		,1.800000,-3.138896,0.195942,-0.213203
3602		,1.800500,-3.153390,0.196715,-0.216261
3603		,1.801000,-3.159348,0.197664,-0.218064
3604		,1.801500,-3.132294,0.199178,-0.220511
3605		,1.802000,-3.050165,0.200852,-0.220157
3606		,1.802500,-2.897502,0.202350,-0.213718
3607		,1.803000,-3.115063,0.203702,-0.213429
3608		,1.803500,-3.164018,0.205360,-0.216841
3609		,1.804000,-3.163535,0.206777,-0.219931
3610		,1.804500,-3.164179,0.207614,-0.222507
3611		,1.805000,-3.131811,0.208387,-0.223859
3612		,1.805500,-3.001371,0.208822,-0.221831
3613		,1.806000,-3.074320,0.208242,-0.215264
3614		,1.806500,-3.109910,0.207711,-0.215618
3615		,1.807000,-3.133260,0.206713,-0.217775
3616		,1.807500,-3.150330,0.205103,-0.219738
3617		,1.808000,-3.141151,0.203637,-0.220801
3618		,1.808500,-3.100892,0.200675,-0.220833
3619		,1.809000,-2.919564,0.197697,-0.216938
3620		,1.809500,-3.061760,0.196312,-0.212914
3621		,1.810000,-3.140185,0.195652,-0.215425
3622		,1.810500,-3.153229,0.196103,-0.217710
3623		,1.811000,-3.157577,0.197101,-0.219964
3624		,1.811500,-3.132294,0.198663,-0.221477
3625		,1.812000,-3.050004,0.200273,-0.220833
3626		,1.812500,-2.895087,0.201931,-0.215070
3627		,1.813000,-3.115385,0.203074,-0.214845
3628		,1.813500,-3.160314,0.204620,-0.218547
3629		,1.814000,-3.162408,0.206197,-0.220929
3630		,1.814500,-3.160475,0.207872,-0.223022
3631		,1.815000,-3.131489,0.208628,-0.223666
3632		,1.815500,-2.996701,0.208902,-0.221026
3633		,1.816000,-3.047910,0.208999,-0.214684
3634		,1.816500,-3.109749,0.209063,-0.214909
3635		,1.817000,-3.132938,0.208049,-0.216841
3636		,1.817500,-3.151779,0.206809,-0.218547
3637		,1.818000,-3.141473,0.205199,-0.219867
3638		,1.818500,-3.099925,0.202865,-0.219255
3639		,1.819000,-2.913606,0.200546,-0.215296
3640		,1.819500,-3.067074,0.198244,-0.210918
3641		,1.820000,-3.144855,0.197214,-0.213847
3642		,1.820500,-3.153873,0.196811,-0.216358
3643		,1.821000,-3.158382,0.198019,-0.218644
3644		,1.821500,-3.134709,0.199935,-0.219996
3645		,1.822000,-3.050326,0.201255,-0.218772
3646		,1.822500,-2.896053,0.202800,-0.213042
3647		,1.823000,-3.119089,0.204539,-0.213332
3648		,1.823500,-3.163213,0.205827,-0.216873
3649		,1.824000,-3.163374,0.207646,-0.219803
3650		,1.824500,-3.164501,0.208435,-0.221927
3651		,1.825000,-3.131650,0.209562,-0.222346
3652		,1.825500,-2.997506,0.209530,-0.219867
3653		,1.826000,-2.969647,0.208918,-0.213364
3654		,1.826500,-3.112325,0.208274,-0.214008
3655		,1.827000,-3.135514,0.207373,-0.216422
3656		,1.827500,-3.148236,0.205843,-0.218612
3657		,1.828000,-3.140185,0.203863,-0.219803
3658		,1.828500,-3.097832,0.201545,-0.219835
3659		,1.829000,-2.910063,0.199081,-0.215489
3660		,1.829500,-3.068523,0.197037,-0.211272
3661		,1.830000,-3.140185,0.196811,-0.214266
3662		,1.830500,-3.152745,0.196795,-0.216777
3663		,1.831000,-3.157899,0.196908,-0.219545
3664		,1.831500,-3.132294,0.197986,-0.220994
3665		,1.832000,-3.045012,0.199049,-0.220479
3666		,1.832500,-2.893959,0.200192,-0.213944
3667		,1.833000,-3.118283,0.201367,-0.214072
3668		,1.833500,-3.163213,0.203171,-0.217485
3669		,1.834000,-3.164179,0.204137,-0.220318
3670		,1.834500,-3.162891,0.205666,-0.222314
3671		,1.835000,-3.129878,0.206874,-0.222957
3672		,1.835500,-2.992675,0.207662,-0.220221
3673		,1.836000,-2.943075,0.207534,-0.214072
3674		,1.836500,-3.113774,0.207292,-0.214330
3675		,1.837000,-3.135998,0.206455,-0.216326
3676		,1.837500,-3.148719,0.205618,-0.218032
3677		,1.838000,-3.140023,0.203460,-0.219159
3678		,1.838500,-3.097832,0.201319,-0.218740
3679		,1.839000,-2.911351,0.198904,-0.214845
3680		,1.839500,-3.059183,0.196602,-0.210499
3681		,1.840000,-3.141795,0.196859,-0.212785
3682		,1.840500,-3.153551,0.197214,-0.215811
3683		,1.841000,-3.160153,0.198003,-0.217614
3684		,1.841500,-3.131489,0.199355,-0.219223
3685		,1.842000,-3.042757,0.200868,-0.217935
3686		,1.842500,-2.894281,0.202044,-0.211883
3687		,1.843000,-3.119089,0.203670,-0.212044
3688		,1.843500,-3.164501,0.205070,-0.215682
3689		,1.844000,-3.166917,0.206600,-0.218064
3690		,1.844500,-3.164340,0.207518,-0.219803
3691		,1.845000,-3.128751,0.208419,-0.220607
3692		,1.845500,-2.989454,0.208661,-0.218064
3693		,1.846000,-2.921336,0.208741,-0.211594
3694		,1.846500,-3.111359,0.208226,-0.212334
3695		,1.847000,-3.135031,0.207018,-0.214748
3696		,1.847500,-3.147431,0.206101,-0.216551
3697		,1.848000,-3.140668,0.204958,-0.217646
3698		,1.848500,-3.099442,0.202559,-0.217710
3699		,1.849000,-2.910224,0.200031,-0.213332
3700		,1.849500,-3.056928,0.198920,-0.209855
3701		,1.850000,-3.144855,0.198131,-0.213235
3702		,1.850500,-3.153873,0.198518,-0.216326
3703		,1.851000,-3.156771,0.199307,-0.219062
3704		,1.851500,-3.130522,0.200031,-0.220221
3705		,1.852000,-3.038892,0.201206,-0.219448
3706		,1.852500,-2.893798,0.202011,-0.213364
3707		,1.853000,-3.118767,0.202913,-0.213718
3708		,1.853500,-3.160314,0.203702,-0.217646
3709		,1.854000,-3.165467,0.205038,-0.220221
3710		,1.854500,-3.162247,0.206358,-0.222024
3711		,1.855000,-3.124564,0.207035,-0.222861
3712		,1.855500,-2.984945,0.207308,-0.219770
3713		,1.856000,-2.913606,0.207099,-0.214072
3714		,1.856500,-3.116190,0.207550,-0.214684
3715		,1.857000,-3.133421,0.206745,-0.216873
3716		,1.857500,-3.146143,0.205682,-0.218740
3717		,1.858000,-3.140829,0.204265,-0.219127
3718		,1.858500,-3.095577,0.202269,-0.219448
3719		,1.859000,-2.907325,0.198679,-0.215070
3720		,1.859500,-3.049360,0.197359,-0.211175
3721		,1.860000,-3.142278,0.197133,-0.213751
3722		,1.860500,-3.155483,0.197310,-0.216648
3723		,1.861000,-3.159026,0.198164,-0.219191
3724		,1.861500,-3.132938,0.200063,-0.220028
3725		,1.862000,-3.039536,0.201883,-0.218869
3726		,1.862500,-2.892832,0.203686,-0.212334
3727		,1.863000,-3.120377,0.205392,-0.212914
3728		,1.863500,-3.161763,0.206423,-0.216326
3729		,1.864000,-3.166917,0.207807,-0.219191
3730		,1.864500,-3.161925,0.208500,-0.220511
3731		,1.865000,-3.128107,0.209417,-0.221702
3732		,1.865500,-2.984462,0.209723,-0.218161
3733		,1.866000,-2.941143,0.209530,-0.212077
3734		,1.866500,-3.117800,0.209611,-0.212978
3735		,1.867000,-3.134709,0.208612,-0.214620
3736		,1.867500,-3.144533,0.207260,-0.216165
3737		,1.868000,-3.139379,0.205167,-0.217259
3738		,1.868500,-3.093323,0.203106,-0.217227
3739		,1.869000,-2.906842,0.200917,-0.212914
3740		,1.869500,-3.045334,0.198872,-0.209727
3741		,1.870000,-3.140023,0.198791,-0.212173
3742		,1.870500,-3.153712,0.198985,-0.215135
3743		,1.871000,-3.159026,0.199258,-0.217678
3744		,1.871500,-3.131972,0.199918,-0.218933
3745		,1.872000,-3.034061,0.201545,-0.217678
3746		,1.872500,-2.890255,0.202317,-0.211787
3747		,1.873000,-3.123437,0.203589,-0.213074
3748		,1.873500,-3.159992,0.204909,-0.216648
3749		,1.874000,-3.167883,0.205795,-0.219609
3750		,1.874500,-3.161280,0.206777,-0.220962
3751		,1.875000,-3.126335,0.207244,-0.221863
3752		,1.875500,-2.979792,0.207856,-0.218966
3753		,1.876000,-2.957408,0.207518,-0.213171
3754		,1.876500,-3.120377,0.207163,-0.214298
3755		,1.877000,-3.135353,0.205972,-0.216133
3756		,1.877500,-3.146787,0.204652,-0.217968
3757		,1.878000,-3.138896,0.202253,-0.219159
3758		,1.878500,-3.095255,0.200353,-0.218612
3759		,1.879000,-2.907647,0.197230,-0.214394
3760		,1.879500,-3.045656,0.196215,-0.210982
3761		,1.880000,-3.141312,0.196151,-0.213751
3762		,1.880500,-3.154839,0.197053,-0.216551
3763		,1.881000,-3.158543,0.197858,-0.218676
3764		,1.881500,-3.128590,0.199049,-0.220446
3765		,1.882000,-3.031646,0.200772,-0.218772
3766		,1.882500,-2.888645,0.202092,-0.212785
3767		,1.883000,-3.123437,0.203798,-0.213171
3768		,1.883500,-3.162730,0.205135,-0.216455
3769		,1.884000,-3.166917,0.206857,-0.218966
3770		,1.884500,-3.162569,0.207968,-0.220962
3771		,1.885000,-3.123437,0.208967,-0.221412
3772		,1.885500,-2.973511,0.209546,-0.217742
3773		,1.886000,-3.005075,0.209514,-0.211980
3774		,1.886500,-3.122954,0.209192,-0.212785
3775		,1.887000,-3.136159,0.207952,-0.214330
3776		,1.887500,-3.147753,0.206117,-0.215972
3777		,1.888000,-3.140023,0.204539,-0.217259
3778		,1.888500,-3.093645,0.202237,-0.217002
3779		,1.889000,-2.906842,0.199613,-0.212012
3780		,1.889500,-3.051936,0.198308,-0.208761
3781		,1.890000,-3.142117,0.197214,-0.211336
3782		,1.890500,-3.155000,0.197664,-0.213879
3783		,1.891000,-3.156932,0.198840,-0.216294
3784		,1.891500,-3.126174,0.200079,-0.217324
3785		,1.892000,-3.032129,0.201206,-0.216455
3786		,1.892500,-2.889450,0.202720,-0.210499
3787		,1.893000,-3.123115,0.204217,-0.211046
3788		,1.893500,-3.161602,0.205682,-0.214716
3789		,1.894000,-3.167400,0.206616,-0.217195
3790		,1.894500,-3.161119,0.207807,-0.219706
3791		,1.895000,-3.122793,0.208371,-0.220897
3792		,1.895500,-2.971418,0.208516,-0.217710
3793		,1.896000,-3.023433,0.208419,-0.212077
3794		,1.896500,-3.122148,0.207807,-0.212817
3795		,1.897000,-3.134870,0.206713,-0.215296
3796		,1.897500,-3.149364,0.204861,-0.216905
3797		,1.898000,-3.139379,0.202672,-0.217839
3798		,1.898500,-3.089941,0.200675,-0.217839
3799		,1.899000,-2.903460,0.197165,-0.213042
3800		,1.899500,-3.056606,0.194573,-0.210306
3801		,1.900000,-3.144533,0.194734,-0.212914
3802		,1.900500,-3.156288,0.194863,-0.215811
3803		,1.901000,-3.156932,0.195732,-0.217935
3804		,1.901500,-3.129234,0.197777,-0.219062
3805		,1.902000,-3.028586,0.199806,-0.218000
3806		,1.902500,-2.939372,0.201367,-0.211948
3807		,1.903000,-3.130683,0.203348,-0.212688
3808		,1.903500,-3.161602,0.204829,-0.216777
3809		,1.904000,-3.168044,0.206246,-0.219352
3810		,1.904500,-3.162086,0.207662,-0.220704
3811		,1.905000,-3.124081,0.209160,-0.221444
3812		,1.905500,-2.969647,0.209305,-0.217646
3813		,1.906000,-3.054191,0.208870,-0.212270
3814		,1.906500,-3.121665,0.208806,-0.212914
3815		,1.907000,-3.136964,0.208065,-0.214845
3816		,1.907500,-3.148236,0.206986,-0.216519
3817		,1.908000,-3.136481,0.205215,-0.217259
3818		,1.908500,-3.087686,0.203525,-0.216648
3819		,1.909000,-2.902172,0.200965,-0.211948
3820		,1.909500,-3.059183,0.199790,-0.208600
3821		,1.910000,-3.141795,0.198630,-0.211787
3822		,1.910500,-3.155483,0.198486,-0.213944
3823		,1.911000,-3.156449,0.199307,-0.216326
3824		,1.911500,-3.127302,0.200901,-0.217581
3825		,1.912000,-3.023111,0.202317,-0.215940
3826		,1.912500,-2.945813,0.203493,-0.209887
3827		,1.913000,-3.129878,0.204475,-0.210885
3828		,1.913500,-3.162891,0.206213,-0.214105
3829		,1.914000,-3.166595,0.207501,-0.217292
3830		,1.914500,-3.161602,0.208564,-0.219191
3831		,1.915000,-3.122309,0.209305,-0.219964
3832		,1.915500,-2.964654,0.209385,-0.216358
3833		,1.916000,-3.063853,0.208886,-0.210564
3834		,1.916500,-3.125047,0.208145,-0.211529
3835		,1.917000,-3.137769,0.207147,-0.214201
3836		,1.917500,-3.151135,0.205763,-0.216261
3837		,1.918000,-3.138574,0.203396,-0.217292
3838		,1.918500,-3.089297,0.200997,-0.217066
3839		,1.919000,-2.904588,0.197986,-0.212109
3840		,1.919500,-3.072066,0.196038,-0.209083
3841		,1.920000,-3.141473,0.195217,-0.212398
3842		,1.920500,-3.155966,0.195668,-0.214813
3843		,1.921000,-3.156771,0.196103,-0.217388
3844		,1.921500,-3.127463,0.197342,-0.218901
3845		,1.922000,-3.018602,0.198695,-0.217453
3846		,1.922500,-3.032451,0.199741,-0.211658
3847		,1.923000,-3.132616,0.201689,-0.211755
3848		,1.923500,-3.163052,0.203090,-0.215296
3849		,1.924000,-3.168688,0.205054,-0.218064
3850		,1.924500,-3.162891,0.206294,-0.219931
3851		,1.925000,-3.118928,0.207518,-0.220479
3852		,1.925500,-2.961434,0.207856,-0.216712
3853		,1.926000,-3.055962,0.207759,-0.211465
3854		,1.926500,-3.119572,0.207389,-0.212173
3855		,1.927000,-3.135837,0.206310,-0.213911
3856		,1.927500,-3.150008,0.205199,-0.216101
3857		,1.928000,-3.137608,0.203686,-0.216873
3858		,1.928500,-3.089297,0.201480,-0.216294
3859		,1.929000,-2.903944,0.199355,-0.211207
3860		,1.929500,-3.078024,0.198131,-0.208568
