Nr,t`s,Ch 00`V,Ch 01`V,Ch 02`V
566		,0.141250,0.399056,0.262658,-0.000313
567		,0.141500,0.253157,0.262819,-0.000313
568		,0.141750,0.068771,0.262175,-0.000474
569		,0.142000,-0.142024,0.262014,-0.000635
570		,0.142250,-0.328503,0.261692,-0.000313
571		,0.142500,-0.486640,0.262336,-0.000635
572		,0.142750,-0.632377,0.262658,-0.000635
573		,0.143000,-0.768452,0.262336,-0.000635
574		,0.143250,-0.884075,0.262819,-0.000313
575		,0.143500,-1.003724,0.262819,-0.000474
576		,0.143750,-1.136578,0.262336,-0.000152
577		,0.144000,-1.260414,0.263302,-0.000313
578		,0.144250,-1.379419,0.262980,-0.000152
579		,0.144500,-1.497136,0.263463,-0.000152
580		,0.144750,-1.594240,0.263463,0.000009
581		,0.145000,-1.640296,0.262497,-0.000635
582		,0.145250,-1.660103,0.262980,-0.000474
583		,0.145500,-1.674274,0.263624,-0.000635
584		,0.145750,-1.676851,0.262980,-0.000474
585		,0.146000,-1.678139,0.262980,-0.000474
586		,0.146250,-1.684742,0.262336,-0.000313
587		,0.146500,-1.699074,0.261853,-0.000635
588		,0.146750,-1.702455,0.262175,-0.000635
589		,0.147000,-1.697624,0.262175,-0.000635
590		,0.147250,-1.683936,0.262175,-0.000474
591		,0.147500,-1.657527,0.262014,-0.000474
592		,0.147750,-1.633854,0.261853,-0.000474
593		,0.148000,-1.612598,0.261370,-0.000635
594		,0.148250,-1.592146,0.261048,-0.000635
595		,0.148500,-1.562677,0.261209,-0.000474
596		,0.148750,-1.527571,0.261048,-0.000313
597		,0.149000,-1.463318,0.260887,-0.000152
598		,0.149250,-1.359773,0.261209,-0.000313
599		,0.149500,-1.243183,0.260887,-0.000635
600		,0.149750,-1.127238,0.261048,-0.000313
601		,0.150000,-1.007911,0.261370,-0.000635
602		,0.150250,-0.885363,0.261370,-0.000313
603		,0.150500,-0.774088,0.261531,-0.000313
604		,0.150750,-0.662652,0.261209,-0.000313
605		,0.151000,-0.537688,0.261370,-0.000152
606		,0.151250,-0.406928,0.261531,-0.000152
607		,0.151500,-0.259097,0.262014,-0.000313
608		,0.151750,-0.070686,0.262175,-0.000313
609		,0.152000,0.138661,0.262658,0.000009
610		,0.152250,0.321114,0.262980,-0.000313
611		,0.152500,0.477802,0.262819,-0.000313
612		,0.152750,0.623379,0.262819,-0.000313
613		,0.153000,0.758811,0.262497,-0.000635
614		,0.153250,0.872986,0.262014,-0.000635
615		,0.153500,0.995696,0.262658,-0.000635
616		,0.153750,1.130323,0.262980,-0.000313
617		,0.154000,1.252067,0.262658,-0.000313
618		,0.154250,1.371074,0.262658,-0.000957
619		,0.154500,1.487182,0.261853,-0.000474
620		,0.154750,1.582033,0.262175,-0.000635
621		,0.155000,1.625836,0.262336,-0.000313
622		,0.155250,1.644194,0.262014,-0.000313
623		,0.155500,1.657882,0.261853,-0.000474
624		,0.155750,1.659654,0.261048,-0.000474
625		,0.156000,1.662069,0.262014,-0.000635
626		,0.156250,1.668833,0.261853,-0.000152
627		,0.156500,1.683810,0.262014,-0.000474
628		,0.156750,1.685259,0.262336,-0.000152
629		,0.157000,1.679462,0.262014,-0.000474
630		,0.157250,1.666095,0.262175,-0.000313
631		,0.157500,1.638558,0.262658,-0.000635
632		,0.157750,1.613275,0.263463,-0.000635
633		,0.158000,1.592501,0.263141,-0.000474
634		,0.158250,1.570600,0.264430,-0.000474
635		,0.158500,1.541452,0.264108,-0.000474
636		,0.158750,1.506023,0.265074,-0.000313
637		,0.159000,1.438549,0.265235,-0.000313
638		,0.159250,1.332425,0.265557,-0.000635
639		,0.159500,1.215673,0.265557,-0.000474
640		,0.159750,1.099082,0.265718,-0.000474
641		,0.160000,0.979914,0.266040,-0.000474
642		,0.160250,0.857848,0.266201,-0.000474
643		,0.160500,0.748021,0.266362,-0.000635
644		,0.160750,0.635135,0.266362,-0.000313
645		,0.161000,0.509687,0.266040,-0.000474
646		,0.161250,0.377799,0.265879,-0.000474
647		,0.161500,0.227391,0.266362,-0.000635
648		,0.161750,0.036242,0.266040,-0.000635
649		,0.162000,-0.171977,0.265879,-0.000152
650		,0.162250,-0.352820,0.265718,-0.000152
651		,0.162500,-0.508702,0.265557,-0.000474
652		,0.162750,-0.653634,0.266040,-0.000474
653		,0.163000,-0.786327,0.266040,-0.000635
654		,0.163250,-0.900661,0.265879,-0.000313
655		,0.163500,-1.025303,0.266362,-0.000313
656		,0.163750,-1.156063,0.263947,-0.000152
657		,0.164000,-1.280704,0.266040,-0.000313
658		,0.164250,-1.399387,0.266684,-0.000796
659		,0.164500,-1.513883,0.266684,-0.000313
660		,0.164750,-1.604546,0.267006,-0.000635
661		,0.165000,-1.643355,0.267167,-0.000635
662		,0.165250,-1.662680,0.267811,-0.000313
663		,0.165500,-1.676851,0.267489,-0.000796
664		,0.165750,-1.678461,0.267811,-0.000635
665		,0.166000,-1.680072,0.267972,-0.000474
666		,0.166250,-1.686835,0.268133,-0.000474
667		,0.166500,-1.701167,0.266845,-0.000313
668		,0.166750,-1.703100,0.268133,-0.000474
669		,0.167000,-1.696980,0.268456,-0.000796
670		,0.167250,-1.680555,0.268294,-0.000474
671		,0.167500,-1.653340,0.268778,-0.000313
672		,0.167750,-1.629829,0.268778,-0.000313
673		,0.168000,-1.608894,0.269261,-0.000796
674		,0.168250,-1.587315,0.268939,-0.000796
675		,0.168500,-1.556558,0.268778,-0.000474
676		,0.168750,-1.519358,0.268939,-0.000635
677		,0.169000,-1.448181,0.269261,-0.000474
678		,0.169250,-1.340931,0.269100,-0.000313
679		,0.169500,-1.224825,0.269261,-0.000474
680		,0.169750,-1.108558,0.268939,-0.000313
681		,0.170000,-0.988748,0.268939,-0.000635
682		,0.170250,-0.866844,0.269261,-0.000796
683		,0.170500,-0.757018,0.268778,-0.000796
684		,0.170750,-0.643810,0.269583,-0.000635
685		,0.171000,-0.518364,0.269100,-0.000474
686		,0.171250,-0.385510,0.269583,-0.000474
687		,0.171500,-0.233170,0.270066,-0.000474
688		,0.171750,-0.038318,0.270549,-0.000313
689		,0.172000,0.169257,0.270388,-0.000635
690		,0.172250,0.346880,0.270549,-0.000313
691		,0.172500,0.501153,0.270549,-0.000635
692		,0.172750,0.645441,0.270710,-0.000474
693		,0.173000,0.777330,0.271032,-0.001440
694		,0.173250,0.889573,0.270388,-0.000313
695		,0.173500,1.015503,0.271193,-0.000635
696		,0.173750,1.149003,0.271676,-0.000635
697		,0.174000,1.270425,0.271676,-0.000474
698		,0.174250,1.389915,0.271837,-0.000635
699		,0.174500,1.504735,0.271032,-0.000635
700		,0.174750,1.591535,0.270871,-0.000313
701		,0.175000,1.627124,0.271032,-0.000474
702		,0.175250,1.646610,0.270871,-0.000474
703		,0.175500,1.658688,0.270388,0.000170
704		,0.175750,1.661103,0.270066,-0.000796
705		,0.176000,1.662714,0.269744,-0.000313
706		,0.176250,1.672376,0.269422,-0.000635
707		,0.176500,1.686064,0.268939,-0.000474
708		,0.176750,1.686386,0.268939,-0.000796
709		,0.177000,1.679784,0.269261,-0.000313
710		,0.177250,1.660620,0.268456,-0.000796
711		,0.177500,1.635659,0.268133,-0.000474
712		,0.177750,1.611825,0.267811,-0.000635
713		,0.178000,1.591052,0.267489,0.000009
714		,0.178250,1.568023,0.267328,-0.000635
715		,0.178500,1.536782,0.267972,-0.000474
716		,0.178750,1.499260,0.267489,-0.000474
717		,0.179000,1.422606,0.267650,-0.000474
718		,0.179250,1.313744,0.267328,-0.000635
719		,0.179500,1.196831,0.267489,-0.000474
720		,0.179750,1.080723,0.267489,-0.000635
721		,0.180000,0.960268,0.267167,-0.000313
722		,0.180250,0.838846,0.267811,-0.000474
723		,0.180500,0.730307,0.267811,-0.000474
724		,0.180750,0.614683,0.268133,-0.000796
725		,0.181000,0.487787,0.268133,-0.000796
726		,0.181250,0.354449,0.268456,-0.000635
727		,0.181500,0.199210,0.268617,-0.000635
728		,0.181750,0.002747,0.268939,-0.000313
729		,0.182000,-0.203862,0.268617,-0.000313
730		,0.182250,-0.378746,0.268778,-0.000635
731		,0.182500,-0.532213,0.267972,-0.000635
732		,0.182750,-0.676662,0.268456,-0.000313
733		,0.183000,-0.805973,0.269100,-0.000635
734		,0.183250,-0.916765,0.268778,-0.000635
735		,0.183500,-1.044949,0.268778,-0.000796
736		,0.183750,-1.174582,0.268939,-0.000152
737		,0.184000,-1.296486,0.267972,-0.000474
738		,0.184250,-1.416940,0.268456,-0.000313
739		,0.184500,-1.531114,0.268617,-0.000474
740		,0.184750,-1.614208,0.268294,-0.000313
741		,0.185000,-1.644966,0.268456,-0.000474
742		,0.185250,-1.663807,0.268778,-0.000635
743		,0.185500,-1.675240,0.267811,-0.000796
744		,0.185750,-1.676529,0.268133,-0.000474
745		,0.186000,-1.679427,0.267972,-0.000796
746		,0.186250,-1.688767,0.267811,-0.000635
747		,0.186500,-1.701167,0.267972,-0.000313
748		,0.186750,-1.700201,0.267811,-0.000313
749		,0.187000,-1.694726,0.267167,-0.000474
750		,0.187250,-1.674435,0.266845,-0.000635
751		,0.187500,-1.648670,0.267811,-0.000313
752		,0.187750,-1.626125,0.267328,-0.000313
753		,0.188000,-1.605351,0.266523,-0.000474
754		,0.188250,-1.582323,0.267811,-0.000313
755		,0.188500,-1.551243,0.267811,-0.000796
756		,0.188750,-1.511951,0.268294,-0.000313
757		,0.189000,-1.433205,0.267811,-0.000474
758		,0.189250,-1.323379,0.268294,-0.000313
759		,0.189500,-1.206467,0.267811,-0.000313
760		,0.189750,-1.090683,0.267811,-0.000474
761		,0.190000,-0.969907,0.267811,-0.000474
762		,0.190250,-0.849291,0.267489,-0.000635
763		,0.190500,-0.741881,0.267489,-0.000152
764		,0.190750,-0.625774,0.267328,-0.000474
765		,0.191000,-0.499362,0.266845,-0.000313
766		,0.191250,-0.364414,0.266684,-0.000474
767		,0.191500,-0.206600,0.266684,-0.000313
768		,0.191750,-0.006271,0.266523,-0.000152
769		,0.192000,0.199371,0.266201,-0.000152
770		,0.192250,0.372163,0.265718,-0.000635
771		,0.192500,0.523537,0.266040,-0.000474
772		,0.192750,0.667342,0.266040,-0.000635
773		,0.193000,0.794883,0.265879,-0.000635
774		,0.193250,0.907287,0.265235,0.000009
775		,0.193500,1.035311,0.264752,-0.000635
776		,0.193750,1.164302,0.264752,-0.000474
777		,0.194000,1.287012,0.265074,-0.000635
778		,0.194250,1.406663,0.264913,-0.000796
779		,0.194500,1.519390,0.264108,-0.000313
780		,0.194750,1.600392,0.263463,-0.000313
781		,0.195000,1.627124,0.264269,-0.000474
782		,0.195250,1.646932,0.264108,-0.000313
783		,0.195500,1.657721,0.264108,-0.000313
784		,0.195750,1.658366,0.264108,-0.000635
785		,0.196000,1.661747,0.262980,-0.000635
786		,0.196250,1.670765,0.263463,-0.000474
787		,0.196500,1.682843,0.263947,-0.000474
788		,0.196750,1.681555,0.263624,-0.000635
789		,0.197000,1.675114,0.263624,-0.000796
790		,0.197250,1.655306,0.263141,-0.000474
791		,0.197500,1.628573,0.263463,-0.000313
792		,0.197750,1.606994,0.263141,-0.000313
793		,0.198000,1.586865,0.263302,-0.000635
794		,0.198250,1.562548,0.263141,-0.000474
795		,0.198500,1.531467,0.263785,-0.000313
796		,0.198750,1.488953,0.263302,-0.000796
797		,0.199000,1.408273,0.262658,-0.000796
798		,0.199250,1.297480,0.262658,-0.000474
799		,0.199500,1.181050,0.262497,-0.000474
800		,0.199750,1.065103,0.262175,-0.000474
801		,0.200000,0.942715,0.262658,-0.000474
802		,0.200250,0.824031,0.262336,-0.000635
803		,0.200500,0.715653,0.262819,-0.000474
804		,0.200750,0.598902,0.262336,-0.000474
805		,0.201000,0.471844,0.262175,-0.000635
806		,0.201250,0.335930,0.262336,-0.000474
807		,0.201500,0.174572,0.262658,-0.000474
808		,0.201750,-0.028816,0.262497,-0.000635
809		,0.202000,-0.232204,0.262336,-0.000313
810		,0.202250,-0.402097,0.262175,-0.000635
811		,0.202500,-0.553470,0.261853,-0.000474
812		,0.202750,-0.696469,0.261531,-0.000635
813		,0.203000,-0.823687,0.262175,-0.000313
814		,0.203250,-0.936250,0.262819,-0.000635
815		,0.203500,-1.064756,0.263141,-0.000474
816		,0.203750,-1.192457,0.262819,-0.000635
817		,0.204000,-1.314522,0.263624,-0.000635
818		,0.204250,-1.434171,0.263624,-0.000635
819		,0.204500,-1.546251,0.263302,-0.000313
820		,0.204750,-1.623387,0.263624,-0.000474
821		,0.205000,-1.648831,0.263624,-0.000474
822		,0.205250,-1.666706,0.263947,-0.000474
823		,0.205500,-1.676690,0.263302,-0.000957
824		,0.205750,-1.677978,0.262980,-0.000474
825		,0.206000,-1.681038,0.263302,-0.000474
826		,0.206250,-1.691344,0.263141,-0.000474
827		,0.206500,-1.702616,0.262980,-0.000635
828		,0.206750,-1.700684,0.262336,-0.000635
829		,0.207000,-1.693760,0.261209,-0.000313
830		,0.207250,-1.672986,0.262014,-0.000313
831		,0.207500,-1.646254,0.261853,-0.000635
832		,0.207750,-1.623387,0.261048,-0.000474
833		,0.208000,-1.604385,0.261370,-0.000635
834		,0.208250,-1.579586,0.261370,-0.000635
835		,0.208500,-1.548023,0.261370,-0.000474
836		,0.208750,-1.504543,0.261048,-0.000635
837		,0.209000,-1.419194,0.261048,-0.001118
838		,0.209250,-1.307114,0.260887,-0.000474
839		,0.209500,-1.189719,0.260887,-0.000313
840		,0.209750,-1.074257,0.260887,-0.000313
841		,0.210000,-0.951871,0.260887,-0.000474
842		,0.210250,-0.833349,0.261531,-0.000313
843		,0.210500,-0.725294,0.261531,-0.000474
844		,0.210750,-0.606450,0.261370,-0.000313
845		,0.211000,-0.479071,0.261531,-0.000313
846		,0.211250,-0.342674,0.261370,-0.000474
847		,0.211500,-0.178579,0.261531,-0.000635
848		,0.211750,0.026419,0.262336,-0.000313
849		,0.212000,0.228197,0.262014,-0.000474
850		,0.212250,0.394708,0.260726,-0.000152
851		,0.212500,0.543988,0.262175,-0.000474
852		,0.212750,0.686988,0.262497,-0.000474
853		,0.213000,0.813563,0.262336,-0.000474
854		,0.213250,0.927416,0.262658,-0.000152
855		,0.213500,1.058822,0.262336,-0.000474
856		,0.213750,1.185559,0.261531,-0.000313
857		,0.214000,1.306176,0.262658,-0.000796
858		,0.214250,1.426310,0.262336,-0.000635
859		,0.214500,1.535493,0.262014,-0.000474
860		,0.214750,1.610215,0.261853,-0.000152
861		,0.215000,1.633083,0.261370,-0.000152
862		,0.215250,1.651441,0.262175,-0.000474
863		,0.215500,1.660298,0.262175,-0.000313
864		,0.215750,1.661425,0.261853,-0.000474
865		,0.216000,1.664485,0.262014,-0.000313
866		,0.216250,1.675114,0.261692,-0.000313
867		,0.216500,1.685581,0.262497,-0.000313
868		,0.216750,1.683649,0.262658,-0.000474
869		,0.217000,1.675919,0.262497,-0.000313
870		,0.217250,1.653212,0.262980,-0.000635
871		,0.217500,1.625675,0.262336,-0.000313
872		,0.217750,1.602968,0.263624,-0.000474
873		,0.218000,1.583966,0.263947,-0.000313
874		,0.218250,1.558683,0.264108,-0.000313
875		,0.218500,1.526475,0.265235,-0.000635
876		,0.218750,1.481224,0.265557,-0.000152
877		,0.219000,1.392170,0.265557,-0.000635
878		,0.219250,1.279121,0.265879,-0.000796
879		,0.219500,1.162047,0.265879,-0.000474
880		,0.219750,1.045456,0.265879,-0.000313
881		,0.220000,0.923390,0.266201,-0.000474
882		,0.220250,0.805672,0.266523,-0.000313
883		,0.220500,0.697778,0.266040,-0.000474
884		,0.220750,0.578450,0.266201,-0.000474
885		,0.221000,0.450587,0.266040,-0.000474
886		,0.221250,0.312740,0.266040,-0.000474
887		,0.221500,0.144941,0.266684,-0.000474
888		,0.221750,-0.061507,0.265557,-0.000474
889		,0.222000,-0.260546,0.265396,-0.000635
890		,0.222250,-0.426091,0.265718,-0.000474
891		,0.222500,-0.576337,0.265879,-0.000474
892		,0.222750,-0.716598,0.265557,-0.000152
893		,0.223000,-0.840595,0.265718,-0.000635
894		,0.223250,-0.956058,0.265557,-0.000474
895		,0.223500,-1.087301,0.266040,-0.000635
896		,0.223750,-1.214680,0.266523,-0.000635
897		,0.224000,-1.334168,0.266040,-0.000313
898		,0.224250,-1.453495,0.266362,-0.000474
899		,0.224500,-1.560905,0.265557,-0.000313
900		,0.224750,-1.630151,0.266684,-0.000152
901		,0.225000,-1.652373,0.266845,-0.000313
902		,0.225250,-1.670248,0.267328,-0.000474
903		,0.225500,-1.678622,0.267167,-0.000313
904		,0.225750,-1.678461,0.266523,-0.000474
905		,0.226000,-1.682970,0.267811,-0.000474
906		,0.226250,-1.694404,0.268133,-0.000474
907		,0.226500,-1.702939,0.268617,-0.000313
908		,0.226750,-1.700040,0.268617,-0.000635
909		,0.227000,-1.691827,0.268939,-0.000635
910		,0.227250,-1.669443,0.269261,-0.000313
911		,0.227500,-1.642872,0.269100,-0.000474
912		,0.227750,-1.618878,0.268939,-0.000474
913		,0.228000,-1.601003,0.269261,-0.000635
914		,0.228250,-1.574110,0.268939,-0.000474
915		,0.228500,-1.541098,0.269422,-0.000474
916		,0.228750,-1.492627,0.269261,-0.000635
917		,0.229000,-1.400675,0.269583,-0.000474
918		,0.229250,-1.286985,0.269422,-0.000313
919		,0.229500,-1.170395,0.269744,-0.000474
920		,0.229750,-1.053967,0.269744,-0.000474
921		,0.230000,-0.931580,0.269744,-0.000635
922		,0.230250,-0.814991,0.269100,-0.000313
923		,0.230500,-0.707902,0.269744,-0.000474
924		,0.230750,-0.586321,0.269744,-0.000474
925		,0.231000,-0.458137,0.269744,-0.000474
926		,0.231250,-0.318841,0.270066,-0.000474
927		,0.231500,-0.148466,0.269744,-0.000474
928		,0.231750,0.060075,0.270871,-0.000474
929		,0.232000,0.256700,0.271354,-0.000474
930		,0.232250,0.420957,0.270066,-0.001440
931		,0.232500,0.568305,0.270227,-0.000313
932		,0.232750,0.708084,0.270388,-0.000474
933		,0.233000,0.829506,0.270710,-0.000313
934		,0.233250,0.946096,0.270710,-0.000635
935		,0.233500,1.079596,0.271032,-0.000635
936		,0.233750,1.206493,0.271193,-0.000313
937		,0.234000,1.325500,0.271354,-0.000635
938		,0.234250,1.444829,0.271032,-0.000796
939		,0.234500,1.550792,0.271193,-0.000474
940		,0.234750,1.614885,0.270871,-0.001440
941		,0.235000,1.635981,0.269905,-0.000635
942		,0.235250,1.652246,0.270066,-0.000635
943		,0.235500,1.660298,0.269905,-0.000474
944		,0.235750,1.661586,0.269744,-0.000313
945		,0.236000,1.666578,0.268939,-0.001601
946		,0.236250,1.679462,0.269100,-0.000474
947		,0.236500,1.686064,0.268617,-0.000474
948		,0.236750,1.683649,0.268778,-0.000313
949		,0.237000,1.674308,0.268456,-0.000474
950		,0.237250,1.649025,0.268133,-0.001118
951		,0.237500,1.624548,0.267650,-0.000313
952		,0.237750,1.601036,0.268294,-0.000796
953		,0.238000,1.582355,0.267489,-0.000474
954		,0.238250,1.553691,0.267489,-0.000474
955		,0.238500,1.521000,0.267811,-0.000152
956		,0.238750,1.468985,0.267167,-0.000474
957		,0.239000,1.373489,0.267811,-0.000313
958		,0.239250,1.259475,0.267328,-0.000796
959		,0.239500,1.143045,0.267972,-0.000474
960		,0.239750,1.025649,0.267650,-0.000474
961		,0.240000,0.903100,0.268294,-0.000635
962		,0.240250,0.787475,0.268133,-0.000635
963		,0.240500,0.679420,0.268617,-0.000635
964		,0.240750,0.556871,0.268133,-0.000796
965		,0.241000,0.427559,0.268294,-0.000635
966		,0.241250,0.286492,0.268939,-0.000313
967		,0.241500,0.113056,0.269261,-0.000474
968		,0.241750,-0.095485,0.268456,-0.000313
969		,0.242000,-0.289855,0.268778,-0.000474
970		,0.242250,-0.451534,0.269261,-0.000635
971		,0.242500,-0.599687,0.269261,-0.000474
972		,0.242750,-0.738016,0.269261,-0.000152
973		,0.243000,-0.857665,0.268939,-0.000635
974		,0.243250,-0.973932,0.267972,-0.000313
975		,0.243500,-1.108075,0.268939,-0.000474
976		,0.243750,-1.233038,0.269100,-0.000474
977		,0.244000,-1.352204,0.268294,-0.000474
978		,0.244250,-1.471853,0.268456,-0.000474
979		,0.244500,-1.575560,0.267328,-0.000635
980		,0.244750,-1.634821,0.267811,-0.000635
981		,0.245000,-1.654789,0.268133,-0.000796
982		,0.245250,-1.670248,0.268294,-0.000313
983		,0.245500,-1.676368,0.268133,-0.000313
984		,0.245750,-1.676851,0.267811,-0.000474
985		,0.246000,-1.683131,0.267006,-0.000635
986		,0.246250,-1.696658,0.267811,-0.000474
987		,0.246500,-1.701650,0.267811,-0.000152
988		,0.246750,-1.697785,0.267650,-0.000313
989		,0.247000,-1.687801,0.267650,0.000009
990		,0.247250,-1.662519,0.267167,-0.000635
991		,0.247500,-1.638041,0.267328,-0.000635
992		,0.247750,-1.615335,0.267650,-0.000635
993		,0.248000,-1.596172,0.267489,-0.000474
994		,0.248250,-1.567186,0.267650,-0.000474
995		,0.248500,-1.534657,0.267972,-0.000474
996		,0.248750,-1.481837,0.268133,-0.000474
997		,0.249000,-1.383606,0.268133,-0.000635
998		,0.249250,-1.269110,0.268294,-0.000313
999		,0.249500,-1.152681,0.267972,-0.000152
1000		,0.249750,-1.034965,0.267972,-0.000313
1001		,0.250000,-0.912417,0.268456,-0.000474
1002		,0.250250,-0.798726,0.267972,-0.000474
1003		,0.250500,-0.689061,0.267811,-0.000313
1004		,0.250750,-0.566997,0.267167,-0.000152
1005		,0.251000,-0.437685,0.267006,-0.000152
1006		,0.251250,-0.295330,0.266523,-0.000152
1007		,0.251500,-0.117547,0.266845,-0.000313
1008		,0.251750,0.092121,0.267006,-0.000474
1009		,0.252000,0.284076,0.267167,-0.000313
1010		,0.252250,0.445112,0.266845,-0.000474
1011		,0.252500,0.592460,0.266523,-0.000474
1012		,0.252750,0.729985,0.265557,-0.000474
1013		,0.253000,0.847703,0.265879,-0.000474
1014		,0.253250,0.965099,0.265718,-0.000474
1015		,0.253500,1.098921,0.265718,-0.000474
1016		,0.253750,1.223724,0.266523,-0.000313
1017		,0.254000,1.343697,0.264108,-0.000474
1018		,0.254250,1.461577,0.265235,-0.000474
1019		,0.254500,1.563353,0.264591,-0.000474
1020		,0.254750,1.618106,0.264591,-0.000474
1021		,0.255000,1.637592,0.264108,-0.000635
1022		,0.255250,1.652407,0.263947,-0.000635
1023		,0.255500,1.658043,0.264108,-0.000313
1024		,0.255750,1.659815,0.263463,-0.000474
1025		,0.256000,1.665129,0.263463,-0.000635
1026		,0.256250,1.678978,0.263624,-0.000474
1027		,0.256500,1.681877,0.262980,-0.000152
1028		,0.256750,1.678334,0.263624,-0.000474
1029		,0.257000,1.667867,0.263624,-0.000313
1030		,0.257250,1.645321,0.263947,-0.000313
1031		,0.257500,1.618267,0.263141,-0.000313
1032		,0.257750,1.596688,0.262819,-0.000474
1033		,0.258000,1.576719,0.263302,-0.000474
1034		,0.258250,1.548215,0.262819,-0.000152
1035		,0.258500,1.515042,0.262658,0.000009
1036		,0.258750,1.457390,0.262658,-0.000635
1037		,0.259000,1.357386,0.262980,-0.000635
1038		,0.259250,1.242244,0.262819,-0.000313
1039		,0.259500,1.126619,0.262497,-0.000313
1040		,0.259750,1.008257,0.262658,-0.000474
1041		,0.260000,0.885708,0.262658,-0.000474
1042		,0.260250,0.772499,0.261853,-0.000635
1043		,0.260500,0.662833,0.262819,-0.000474
1044		,0.260750,0.538835,0.262336,-0.000474
1045		,0.261000,0.408879,0.262658,-0.000474
1046		,0.261250,0.264752,0.262497,-0.000474
1047		,0.261500,0.083425,0.262658,-0.000313
1048		,0.261750,-0.127048,0.261692,-0.000635
1049		,0.262000,-0.316909,0.262175,-0.000635
1050		,0.262250,-0.476012,0.262175,-0.000635
1051		,0.262500,-0.622554,0.262819,-0.000313
1052		,0.262750,-0.759434,0.262819,-0.000635
1053		,0.263000,-0.876667,0.262658,0.000170
1054		,0.263250,-0.995511,0.261853,-0.000474
1055		,0.263500,-1.128365,0.262658,-0.000313
1056		,0.263750,-1.251235,0.263141,-0.000152
1057		,0.264000,-1.371367,0.263463,-0.000474
1058		,0.264250,-1.489245,0.263463,-0.000474
1059		,0.264500,-1.588926,0.263947,-0.000474
1060		,0.264750,-1.639491,0.264108,-0.000474
1061		,0.265000,-1.659298,0.263302,-0.000474
1062		,0.265250,-1.673469,0.262980,-0.000474
1063		,0.265500,-1.677495,0.263302,-0.000635
1064		,0.265750,-1.677978,0.263141,-0.000313
1065		,0.266000,-1.684419,0.262336,-0.000313
1066		,0.266250,-1.699396,0.262014,-0.000313
1067		,0.266500,-1.703261,0.262658,-0.000152
1068		,0.266750,-1.698107,0.262336,-0.000635
1069		,0.267000,-1.685708,0.262336,-0.000474
1070		,0.267250,-1.659781,0.262819,-0.000313
1071		,0.267500,-1.635304,0.260565,-0.000313
1072		,0.267750,-1.614208,0.261692,-0.000474
1073		,0.268000,-1.594079,0.260726,-0.000635
1074		,0.268250,-1.565092,0.261370,-0.000635
1075		,0.268500,-1.531114,0.261048,-0.000796
1076		,0.268750,-1.469760,0.261692,-0.000474
1077		,0.269000,-1.367663,0.261048,-0.000313
1078		,0.269250,-1.251718,0.260726,-0.000313
1079		,0.269500,-1.135290,0.260887,-0.000635
1080		,0.269750,-1.016124,0.260887,-0.000635
1081		,0.270000,-0.893576,0.260404,-0.000474
1082		,0.270250,-0.782623,0.261692,-0.000635
1083		,0.270500,-0.670864,0.261209,0.000814
1084		,0.270750,-0.546545,0.261370,-0.000474
1085		,0.271000,-0.415462,0.261531,-0.000313
1086		,0.271250,-0.269564,0.261853,-0.000635
1087		,0.271500,-0.085179,0.262336,-0.000313
1088		,0.271750,0.124167,0.263141,-0.000474
1089		,0.272000,0.311291,0.262175,-0.000313
1090		,0.272250,0.467979,0.263141,-0.000635
1091		,0.272500,0.614361,0.262497,-0.000152
1092		,0.272750,0.750115,0.261853,-0.000635
1093		,0.273000,0.866866,0.262497,-0.000313
1094		,0.273250,0.987966,0.262658,-0.000474
1095		,0.273500,1.121466,0.263141,-0.000635
1096		,0.273750,1.244176,0.262658,0.000170
1097		,0.274000,1.363988,0.261370,-0.000313
1098		,0.274250,1.480418,0.262014,-0.000313
1099		,0.274500,1.577846,0.262658,-0.000152
1100		,0.274750,1.624386,0.262175,-0.000313
1101		,0.275000,1.643389,0.262175,-0.000313
1102		,0.275250,1.657882,0.261370,-0.000635
1103		,0.275500,1.660620,0.261692,-0.000957
1104		,0.275750,1.662553,0.261853,-0.000313
1105		,0.276000,1.669316,0.262014,-0.000313
1106		,0.276250,1.683488,0.262175,0.000009
1107		,0.276500,1.686064,0.261692,-0.000635
1108		,0.276750,1.679945,0.262497,-0.000313
1109		,0.277000,1.666740,0.262819,-0.000474
1110		,0.277250,1.640168,0.263302,-0.000152
1111		,0.277500,1.615690,0.263302,-0.000152
1112		,0.277750,1.593789,0.263141,-0.000313
1113		,0.278000,1.573337,0.264752,-0.000313
1114		,0.278250,1.543545,0.264430,-0.000635
1115		,0.278500,1.508922,0.265235,-0.000474
1116		,0.278750,1.444507,0.265396,-0.000313
1117		,0.279000,1.339993,0.265557,-0.000313
1118		,0.279250,1.222597,0.265879,-0.000635
1119		,0.279500,1.106811,0.265557,-0.000474
1120		,0.279750,0.987966,0.266040,-0.000474
1121		,0.280000,0.865578,0.266040,-0.000474
1122		,0.280250,0.754624,0.266201,-0.000152
1123		,0.280500,0.643831,0.266523,-0.000474
1124		,0.280750,0.517739,0.265879,-0.000635
1125		,0.281000,0.386656,0.265557,-0.000474
1126		,0.281250,0.237537,0.266201,-0.000635
1127		,0.281500,0.049930,0.266040,-0.000635
1128		,0.281750,-0.159738,0.265718,0.000009
1129		,0.282000,-0.342997,0.266362,-0.000474
1130		,0.282250,-0.500006,0.265879,-0.000474
